team_key,month_key,date_key,planned_headcount,plan,team_id,team_name,country_code,department_code,actual,gross_margin,allocated_target,active_reps,ramping_reps,commission,year,achievement,plan_achievement,variance_to_target,variance_to_plan,capacity_gap,vacant_seats,commission_to_revenue,ytd_actual,ytd_target,ytd_plan,ytd_achievement,mom_growth,team_rank
1,202401,20240101,9,609523.2,T01,Egypt Enterprise,EG,ENT,498158.1,230478.1,609523.2000000001,9,0,4481.018075000001,2024,0.81729145010395,0.8172914501039501,-111365.1000000001,-111365.09999999998,-1.1641532182693481e-10,0,0.008995172566701216,498158.1,609523.2000000001,609523.2,0.81729145010395,,7.0
1,202402,20240201,9,658008.0,T01,Egypt Enterprise,EG,ENT,603233.95,298786.95,658008.0,9,0,6359.958375,2024,0.9167577749814592,0.9167577749814592,-54774.05000000005,-54774.05000000005,0.0,0,0.010543104172104373,1101392.0499999998,1267531.2000000002,1267531.2,0.8689269739474654,0.2109287192158473,8.0
1,202403,20240301,9,692640.0,T01,Egypt Enterprise,EG,ENT,853968.71,419725.71,692640.0,9,0,10630.535474999999,2024,1.232918557981058,1.232918557981058,161328.70999999996,161328.70999999996,0.0,0,0.012448389912318917,1955360.7599999998,1960171.2000000002,1960171.2,0.9975459082349539,0.4156509427229685,2.0
1,202404,20240401,9,692640.0,T01,Egypt Enterprise,EG,ENT,611782.48,301113.48,692640.0,9,0,4129.5906,2024,0.8832618387618387,0.8832618387618387,-80857.52000000002,-80857.52000000002,0.0,0,0.00675009621066625,2567143.2399999998,2652811.2,2652811.2,0.9677067256048978,-0.28360082420350036,6.0
1,202405,20240501,9,692640.0,T01,Egypt Enterprise,EG,ENT,680337.81,315377.81,692640.0,9,0,6167.415325,2024,0.9822386954261955,0.9822386954261955,-12302.189999999944,-12302.189999999944,0.0,0,0.009065225001973652,3247481.05,3345451.2,3345451.2,0.9707154150088931,0.11205834138957375,7.0
1,202406,20240601,9,720345.6,T01,Egypt Enterprise,EG,ENT,586229.53,284839.53,720345.6,9,0,3646.0974,2024,0.8138170483723369,0.8138170483723369,-134116.06999999995,-134116.06999999995,0.0,0,0.006219573074048317,3833710.58,4065796.8,4065796.8,0.9429174079727743,-0.13832581199624935,8.0
1,202407,20240701,9,658008.0,T01,Egypt Enterprise,EG,ENT,648291.32,327537.32,658008.0,9,0,4466.350475,2024,0.9852331886542413,0.9852331886542413,-9716.680000000051,-9716.680000000051,0.0,0,0.006889418903526273,4482001.9,4723804.8,4723804.8,0.9488118349005447,0.10586602486572097,4.0
1,202408,20240801,9,637228.8,T01,Egypt Enterprise,EG,ENT,454844.56,232755.56,637228.7999999999,9,0,1939.775975,2024,0.7137853154157503,0.7137853154157502,-182384.23999999993,-182384.24000000005,1.1641532182693481e-10,0,0.0042647008353798935,4936846.46,5361033.6,5361033.6,0.9208758661762538,-0.2983948018924578,6.0
1,202409,20240901,9,692640.0,T01,Egypt Enterprise,EG,ENT,739524.65,352075.15,692640.0,9,0,8825.389874999999,2024,1.0676897811272812,1.0676897811272812,46884.65000000002,46884.65000000002,0.0,0,0.01193386843156614,5676371.109999999,6053673.6,6053673.6,0.9376737969486825,0.6258843460719856,4.0
1,202410,20241001,9,720345.6,T01,Egypt Enterprise,EG,ENT,880296.66,411377.66,720345.6,9,0,7660.168199999999,2024,1.2220476671197826,1.2220476671197826,159951.06000000006,159951.06000000006,0.0,0,0.008701803094425007,6556667.77,6774019.2,6774019.2,0.9679139631018464,0.19035472313194698,2.0
1,202411,20241101,9,748051.2,T01,Egypt Enterprise,EG,ENT,658651.26,319936.76,748051.2000000001,9,0,6658.28005,2024,0.8804895440312106,0.8804895440312107,-89399.94000000006,-89399.93999999994,-1.1641532182693481e-10,0,0.01010896122782791,7215319.03,7522070.4,7522070.4,0.9592198219787998,-0.25178489260654474,8.0
1,202412,20241201,9,789609.6,T01,Egypt Enterprise,EG,ENT,840502.13,409014.63,701875.2,8,0,6158.3447,2024,1.1975093720365102,1.0644527751435646,138626.93000000005,50892.53000000003,87734.40000000002,1,0.007326982859638916,8055821.16,8223945.6,8311680.0,0.9795567178849044,0.2760958356019846,4.0
1,202501,20250101,9,700951.68,T01,Egypt Enterprise,EG,ENT,746782.7,368519.2,623068.16,8,0,7515.85175,2025,1.198556992544764,1.0653839933731237,123714.53999999992,45831.0199999999,77883.52000000002,1,0.010064308867894235,746782.7,623068.16,700951.68,1.198556992544764,-0.11150409577189299,1.0
1,202502,20250201,9,756709.2,T01,Egypt Enterprise,EG,ENT,668382.64,317744.64,706261.92,9,1,5774.561625,2025,0.9463665264580596,0.8832754246941891,-37879.28000000003,-88326.55999999994,50447.27999999991,0,0.008639604441252394,1415165.3399999999,1329330.08,1457660.88,1.0645703134920408,-0.10498376569248316,4.0
1,202503,20250301,9,796536.0,T01,Egypt Enterprise,EG,ENT,554286.6,283788.6,765559.6,9,1,3464.3495,2025,0.7240280181974075,0.695871373045286,-211273.0,-242249.40000000002,30976.400000000023,0,0.006250105090038258,1969451.94,2094889.6800000002,2254196.88,0.940122030674188,-0.17070467299988526,5.0
1,202504,20250401,9,796536.0,T01,Egypt Enterprise,EG,ENT,432360.8,210507.3,708032.0,9,1,3010.287,2025,0.610651495977583,0.5428013297578514,-275671.2,-364175.2,88504.0,0,0.006962442016019954,2401812.7399999998,2802921.68,3050732.88,0.8568961298982851,-0.21996887530746728,8.0
